Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward
663,B1_MC,PI,GAL,-1,1,,
664,B1_MC,PI,GAL,-1,1,,
665,B1_MC,PC,GW,1,1,,
666,B1_MC,PC,GW,1,1,,
667,B1_MC,PI,NW,1,0,,
668,B1_MC,PC,GW,1,1,,
669,B1_MC,PC,NAL,-1,0,,
670,B1_MC,PC,NAL,-1,0,,
671,B1_MC,PI,GAL,-1,1,,
672,B1_MC,PI,NW,1,0,,
673,B1_MC,PI,GAL,-1,1,,
674,B1_MC,PI,NW,1,0,,
675,B1_MC,PC,GW,1,1,,
676,B1_MC,PC,GW,1,1,,
677,B1_MC,PC,GW,1,1,,
678,B1_MC,PC,NAL,-1,0,,
679,B1_MC,PI,GAL,-1,1,,
680,B1_MC,PC,GW,1,1,,
681,B1_MC,PI,NW,1,0,,
682,B1_MC,PI,GAL,-1,1,,
683,B1_MC,PI,GAL,-1,1,,
684,B1_MC,PC,GW,1,1,,
685,B1_MC,PI,GAL,-1,1,,
686,B1_MC,PC,GW,1,1,,
687,B1_MC,PC,NAL,-1,0,,
688,B1_MC,PI,NW,1,0,,
689,B1_MC,PC,NAL,-1,0,,
690,B1_MC,PC,NAL,-1,0,,
691,B1_MC,PI,NW,1,0,,
692,B1_MC,PI,NW,1,0,,
693,B1_MC,PI,NW,1,0,,
694,B1_MC,PI,NW,1,0,,
695,B1_MC,PI,GAL,-1,1,,
696,B1_MC,PC,NAL,-1,0,,
697,B1_MC,PI,NW,1,0,,
698,B1_MC,PC,NAL,-1,0,,
699,B1_MC,PC,NAL,-1,0,,
700,B1_MC,PC,GW,1,1,,
701,B1_MC,PI,GAL,-1,1,,
702,B1_MC,PI,NW,1,0,,
703,B1_MC,PI,GAL,-1,1,,
704,B1_MC,PI,NW,1,0,,
705,B1_MC,PI,GAL,-1,1,,
706,B1_MC,PC,NAL,-1,0,,
707,B1_MC,PC,GW,1,1,,
708,B1_MC,PC,GW,1,1,,
709,B1_MC,PI,NW,1,0,,
710,B1_MC,PI,GAL,-1,1,,
711,B1_MC,PI,NW,1,0,,
712,B1_MC,PI,NW,1,0,,
713,B1_MC,PC,NAL,-1,0,,
714,B1_MC,PC,NAL,-1,0,,
715,B1_MC,PC,NAL,-1,0,,
716,B1_MC,PC,GW,1,1,,
717,B1_MC,PC,GW,1,1,,
718,B1_MC,PI,GAL,-1,1,,
719,B1_MC,PI,NW,1,0,,
720,B1_MC,PC,GW,1,1,,
721,B1_MC,PI,GAL,-1,1,,
722,B1_MC,PC,GW,1,1,,
723,B1_MC,PI,NW,1,0,,
724,B1_MC,PC,NAL,-1,0,,
725,B1_MC,PC,NAL,-1,0,,
726,B1_MC,PC,NAL,-1,0,,
727,B1_MC,PC,GW,1,1,,
728,B1_MC,PC,GW,1,1,,
729,B1_MC,PC,GW,1,1,,
730,B1_MC,PC,NAL,-1,0,,
731,B1_MC,PC,GW,1,1,,
732,B1_MC,PC,NAL,-1,0,,
733,B1_MC,PI,GAL,-1,1,,
734,B1_MC,PI,GAL,-1,1,,
735,B1_MC,PI,GAL,-1,1,,
736,B1_MC,PI,GAL,-1,1,,
737,B1_MC,PI,GAL,-1,1,,
738,B1_MC,PC,GW,1,1,,
739,B1_MC,PI,NW,1,0,,
740,B1_MC,PC,NAL,-1,0,,
741,B1_MC,PI,GAL,-1,1,,
742,B1_MC,PI,GAL,-1,1,,
743,B1_MC,PI,NW,1,0,,
744,B1_MC,PI,GAL,-1,1,,
745,B1_MC,PC,GW,1,1,,
746,B1_MC,PI,NW,1,0,,
747,B1_MC,PI,GAL,-1,1,,
748,B1_MC,PI,GAL,-1,1,,
749,B1_MC,PI,GAL,-1,1,,
750,B1_MC,PI,GAL,-1,1,,
751,B1_MC,PI,NW,1,0,,
752,B1_MC,PI,GAL,-1,1,,
753,B1_MC,PI,GAL,-1,1,,
754,B1_MC,PC,NAL,-1,0,,
755,B1_MC,PI,GAL,-1,1,,
756,B1_MC,PI,NW,1,0,,
757,B1_MC,PC,NAL,-1,0,,
758,B1_MC,PI,GAL,-1,1,,
759,B1_MC,PC,NAL,-1,0,,
760,B1_MC,PC,NAL,-1,0,,
761,B1_MC,PC,GW,1,1,,
762,B1_MC,PI,NW,1,0,,
763,B1_MC,PC,GW,1,1,,
764,B1_MC,PI,GAL,-1,1,,
765,B1_MC,PI,NW,1,0,,
766,B1_MC,PI,NW,1,0,,
767,B1_MC,PC,NAL,-1,0,,
768,B1_MC,PI,GAL,-1,1,,
769,B1_MC,PI,GAL,-1,1,,
770,B1_MC,PC,GW,1,1,,
771,B1_MC,PI,GAL,-1,1,,
772,B1_MC,PI,NW,1,0,,
773,B1_MC,PC,NAL,-1,0,,
774,B1_MC,PI,NW,1,0,,
775,B1_MC,PC,NAL,-1,0,,
776,B1_MC,PI,GAL,-1,1,,
777,B1_MC,PI,NW,1,0,,
778,B1_MC,PC,NAL,-1,0,,
779,B1_MC,PC,NAL,-1,0,,
780,B1_MC,PI,NW,1,0,,
781,B1_MC,PI,NW,1,0,,
782,B1_MC,PI,NW,1,0,,
783,B1_MC,PC,NAL,-1,0,,
784,B1_MC,PC,NAL,-1,0,,
785,B1_MC,PC,NAL,-1,0,,
786,B1_MC,PC,GW,1,1,,
787,B1_MC,PI,GAL,-1,1,,
788,B1_MC,PI,GAL,-1,1,,
789,B1_MC,PC,NAL,-1,0,,
790,B1_MC,PC,NAL,-1,0,,
791,B1_MC,PI,NW,1,0,,
792,B1_MC,PI,NW,1,0,,
793,B1_MC,PI,GAL,-1,1,,
794,B1_MC,PI,GAL,-1,1,,
795,B1_MC,PI,GAL,-1,1,,
796,B1_MC,PI,NW,1,0,,
797,B1_MC,PI,GAL,-1,1,,
798,B1_MC,PI,GAL,-1,1,,
799,B1_MC,PI,NW,1,0,,
800,B1_MC,PI,GAL,-1,1,,
801,B1_MC,PI,NW,1,0,,
802,B1_MC,PI,GAL,-1,1,,
803,B1_MC,PI,NW,1,0,,
804,B1_MC,PI,GAL,-1,1,,
805,B1_MC,PC,GW,1,1,,
806,B1_MC,PC,GW,1,1,,
807,B1_MC,PI,NW,1,0,,
808,B1_MC,PC,GW,1,1,,
809,B1_MC,PI,NW,1,0,,
810,B1_MC,PC,GW,1,1,,
811,B1_MC,PI,NW,1,0,,
812,B1_MC,PC,GW,1,1,,
813,B1_MC,PI,NW,1,0,,
814,B1_MC,PI,GAL,-1,1,,
815,B1_MC,PI,GAL,-1,1,,
816,B1_MC,PI,GAL,-1,1,,
817,B1_MC,PI,GAL,-1,1,,
818,B1_MC,PI,NW,1,0,,
819,B1_MC,PC,GW,1,1,,
820,B1_MC,PI,NW,1,0,,
821,B1_MC,PC,GW,1,1,,
822,B1_MC,PI,NW,1,0,,
823,B1_MC,PI,NW,1,0,,
824,B1_MC,PI,NW,1,0,,
825,B1_MC,PC,NAL,-1,0,,
826,B1_MC,PI,NW,1,0,,
827,B1_MC,PI,GAL,-1,1,,
828,B1_MC,PC,GW,1,1,,
829,B1_MC,PC,NAL,-1,0,,
830,B1_MC,PI,GAL,-1,1,,
831,B1_MC,PC,NAL,-1,0,,
832,B1_MC,PI,GAL,-1,1,,
833,B1_MC,PI,GAL,-1,1,,
834,B1_MC,PC,GW,1,1,,
835,B1_MC,PC,GW,1,1,,
836,B1_MC,PI,GAL,-1,1,,
837,B1_MC,PI,NW,1,0,,
838,B1_MC,PI,GAL,-1,1,,
839,B1_MC,PI,NW,1,0,,
840,B1_MC,PI,NW,1,0,,
841,B1_MC,PI,NW,1,0,,
842,B1_MC,PI,NW,1,0,,
843,B1_MC,PI,NW,1,0,,
844,B1_MC,PC,GW,1,1,,
845,B1_MC,PI,GAL,-1,1,,
846,B1_MC,PI,NW,1,0,,
847,B1_MC,PI,NW,1,0,,
848,B1_MC,PC,NAL,-1,0,,
849,B1_MC,PI,NW,1,0,,
850,B1_MC,PC,GW,1,1,,
851,B1_MC,PC,GW,1,1,,
852,B1_MC,PI,GAL,-1,1,,
853,B1_MC,PI,GAL,-1,1,,
854,B1_MC,PC,GW,1,1,,
855,B1_MC,PC,GW,1,1,,
856,B1_MC,PC,GW,1,1,,
857,B1_MC,PI,GAL,-1,1,,
858,B1_MC,PC,GW,1,1,,
859,B1_MC,PC,NAL,-1,0,,
860,B1_MC,PI,GAL,-1,1,,
861,B1_MC,PC,NAL,-1,0,,
862,B1_MC,PC,NAL,-1,0,,
863,B1_MC,PC,NAL,-1,0,,
864,B1_MC,PI,NW,1,0,,
865,B1_MC,PC,NAL,-1,0,,
866,B1_MC,PI,NW,1,0,,
867,B1_MC,PC,NAL,-1,0,,
868,B1_MC,PC,GW,1,1,,
869,B1_MC,PC,GW,1,1,,
870,B1_MC,PC,NAL,-1,0,,
871,B1_MC,PI,NW,1,0,,
872,B1_MC,PC,GW,1,1,,
873,B1_MC,PI,GAL,-1,1,,
874,B1_MC,PI,NW,1,0,,
875,B1_MC,PI,GAL,-1,1,,
876,B1_MC,PI,GAL,-1,1,,
877,B1_MC,PC,GW,1,1,,
878,B1_MC,PI,GAL,-1,1,,
879,B1_MC,PC,GW,1,1,,
880,B1_MC,PC,GW,1,1,,
881,B1_MC,PC,GW,1,1,,
882,B1_MC,PC,NAL,-1,0,,
883,B1_MC,PC,NAL,-1,0,,
884,B1_MC,PC,GW,1,1,,
885,B1_MC,PI,GAL,-1,1,,
886,B1_MC,PC,GW,1,1,,
887,B1_MC,PI,GAL,-1,1,,
888,B1_MC,PC,GW,1,1,,
889,B1_MC,PI,GAL,-1,1,,
890,B1_MC,PC,NAL,-1,0,,
891,B1_MC,PI,NW,1,0,,
892,B1_MC,PI,NW,1,0,,
893,B1_MC,PI,NW,1,0,,
894,B1_MC,PC,NAL,-1,0,,
895,B1_MC,PI,NW,1,0,,
896,B1_MC,PC,NAL,-1,0,,
897,B1_MC,PI,NW,1,0,,
898,B1_MC,PC,NAL,-1,0,,
899,B1_MC,PC,NAL,-1,0,,
900,B1_MC,PI,GAL,-1,1,,
901,B1_MC,PI,GAL,-1,1,,
902,B1_MC,PI,GAL,-1,1,,
903,B1_MC,PC,NAL,-1,0,,
904,B1_MC,PC,GW,1,1,,
905,B1_MC,PC,GW,1,1,,
906,B1_MC,PI,NW,1,0,,
907,B1_MC,PI,NW,1,0,,
908,B1_MC,PC,NAL,-1,0,,
909,B1_MC,PI,NW,1,0,,
910,B1_MC,PC,NAL,-1,0,,
911,B1_MC,PI,GAL,-1,1,,
912,B1_MC,PI,GAL,-1,1,,
913,B1_MC,PC,GW,1,1,,
914,B1_MC,PI,NW,1,0,,
915,B1_MC,PC,NAL,-1,0,,
916,B1_MC,PC,GW,1,1,,
917,B1_MC,PI,GAL,-1,1,,
918,B1_MC,PI,GAL,-1,1,,
919,B1_MC,PI,NW,1,0,,
920,B1_MC,PC,GW,1,1,,
921,B1_MC,PC,GW,1,1,,
922,B1_MC,PC,GW,1,1,,
923,B1_MC,PI,GAL,-1,1,,
924,B1_MC,PI,NW,1,0,,
925,B1_MC,PC,NAL,-1,0,,
926,B1_MC,PC,NAL,-1,0,,
927,B1_MC,PC,NAL,-1,0,,
928,B1_MC,PC,GW,1,1,,
929,B1_MC,PC,NAL,-1,0,,
930,B1_MC,PI,GAL,-1,1,,
931,B1_MC,PI,NW,1,0,,
932,B1_MC,PC,NAL,-1,0,,
933,B1_MC,PI,GAL,-1,1,,
934,B1_MC,PC,GW,1,1,,
935,B1_MC,PC,GW,1,1,,
936,B1_MC,PC,NAL,-1,0,,
937,B1_MC,PI,NW,1,0,,
938,B1_MC,PC,NAL,-1,0,,
939,B1_MC,PC,NAL,-1,0,,
940,B1_MC,PC,GW,1,1,,
941,B1_MC,PI,GAL,-1,1,,
942,B1_MC,PI,GAL,-1,1,,
943,B1_MC,PI,NW,1,0,,
944,B1_MC,PI,GAL,-1,1,,
945,B1_MC,PC,NAL,-1,0,,
946,B1_MC,PI,GAL,-1,1,,
947,B1_MC,PI,NW,1,0,,
948,B1_MC,PI,GAL,-1,1,,
949,B1_MC,PC,GW,1,1,,
950,B1_MC,PI,NW,1,0,,
951,B1_MC,PI,GAL,-1,1,,
952,B1_MC,PI,NW,1,0,,
953,B1_MC,PI,NW,1,0,,
954,B1_MC,PC,GW,1,1,,
955,B1_MC,PI,GAL,-1,1,,
956,B1_MC,PI,NW,1,0,,
957,B1_MC,PC,NAL,-1,0,,
958,B1_MC,PI,NW,1,0,,
959,B1_MC,PI,NW,1,0,,
960,B1_MC,PC,GW,1,1,,
961,B1_MC,PC,NAL,-1,0,,
962,B1_MC,PI,NW,1,0,,
963,B1_MC,PI,GAL,-1,1,,
964,B1_MC,PI,NW,1,0,,
965,B1_MC,PC,NAL,-1,0,,
966,B1_MC,PC,GW,1,1,,
967,B1_MC,PC,NAL,-1,0,,
968,B1_MC,PC,NAL,-1,0,,
969,B1_MC,PC,GW,1,1,,
970,B1_MC,PC,NAL,-1,0,,
971,B1_MC,PI,GAL,-1,1,,
972,B1_MC,PC,GW,1,1,,
973,B1_MC,PC,NAL,-1,0,,
974,B1_MC,PI,GAL,-1,1,,
975,B1_MC,PC,NAL,-1,0,,
976,B1_MC,PC,NAL,-1,0,,
977,B1_MC,PC,NAL,-1,0,,
978,B1_MC,PI,GAL,-1,1,,
979,B1_MC,PC,NAL,-1,0,,
980,B1_MC,PI,NW,1,0,,
981,B1_MC,PC,GW,1,1,,
982,B1_MC,PI,NW,1,0,,
983,B1_MC,PI,GAL,-1,1,,
984,B1_MC,PC,GW,1,1,,
985,B1_MC,PC,NAL,-1,0,,
986,B1_MC,PC,GW,1,1,,
987,B1_MC,PC,NAL,-1,0,,
988,B1_MC,PC,NAL,-1,0,,
989,B1_MC,PC,GW,1,1,,
990,B1_MC,PC,NAL,-1,0,,
991,B1_MC,PC,GW,1,1,,
992,B1_MC,PI,NW,1,0,,
993,B1_MC,PC,GW,1,1,,
994,B1_MC,PI,NW,1,0,,
995,B1_MC,PC,GW,1,1,,
996,B1_MC,PC,GW,1,1,,
997,B1_MC,PC,NAL,-1,0,,
998,B1_MC,PI,GAL,-1,1,,
999,B1_MC,PC,NAL,-1,0,,
1000,B1_MC,PC,GW,1,1,,
1001,B2_HC,PC,GW,1,1,,
1002,B2_HC,PI,GAL,-1,1,,
1003,B2_HC,PC,GW,1,1,,
1004,B2_HC,PI,NW,1,0,,
1005,B2_HC,PI,GAL,-1,1,,
1006,B2_HC,PI,GAL,-1,1,,
1007,B2_HC,PI,NW,1,0,,
1008,B2_HC,PI,GAL,-1,1,,
1009,B2_HC,PI,GAL,-1,1,,
1010,B2_HC,PC,NAL,-1,0,,
1011,B2_HC,PC,NAL,-1,0,,
1012,B2_HC,PI,NW,1,0,,
1013,B2_HC,PI,GAL,-1,1,,
1014,B2_HC,PI,GAL,-1,1,,
1015,B2_HC,PC,GW,1,1,,
1016,B2_HC,PC,GW,1,1,,
1017,B2_HC,PI,NW,1,0,,
1018,B2_HC,PI,NW,1,0,,
1019,B2_HC,PI,GAL,-1,1,,
1020,B2_HC,PI,GAL,-1,1,,
1021,B2_HC,PC,GW,1,1,,
1022,B2_HC,PC,GW,1,1,,
1023,B2_HC,PI,GAL,-1,1,,
1024,B2_HC,PI,GAL,-1,1,,
1025,B2_HC,PI,NW,1,0,,
1026,B2_HC,PC,GW,1,1,,
1027,B2_HC,PC,GW,1,1,,
1028,B2_HC,PI,NW,1,0,,
1029,B2_HC,PI,GAL,-1,1,,
1030,B2_HC,PI,NW,1,0,,
1031,B2_HC,PC,NAL,-1,0,,
1032,B2_HC,PI,GAL,-1,1,,
1033,B2_HC,PI,NW,1,0,,
1034,B2_HC,PC,NAL,-1,0,,
1035,B2_HC,PI,GAL,-1,1,,
1036,B2_HC,PI,GAL,-1,1,,
1037,B2_HC,PC,NAL,-1,0,,
1038,B2_HC,PI,NW,1,0,,
1039,B2_HC,PI,GAL,-1,1,,
1040,B2_HC,PI,NW,1,0,,
1041,B2_HC,PI,NW,1,0,,
1042,B2_HC,PC,GW,1,1,,
1043,B2_HC,PI,GAL,-1,1,,
1044,B2_HC,PC,NAL,-1,0,,
1045,B2_HC,PI,NW,1,0,,
1046,B2_HC,PC,GW,1,1,,
1047,B2_HC,PI,NW,1,0,,
1048,B2_HC,PI,NW,1,0,,
1049,B2_HC,PI,NW,1,0,,
1050,B2_HC,PI,GAL,-1,1,,
1051,B2_HC,PC,NAL,-1,0,,
1052,B2_HC,PC,NAL,-1,0,,
1053,B2_HC,PI,NW,1,0,,
1054,B2_HC,PI,NW,1,0,,
1055,B2_HC,PI,NW,1,0,,
1056,B2_HC,PI,GAL,-1,1,,
1057,B2_HC,PI,NW,1,0,,
1058,B2_HC,PC,NAL,-1,0,,
1059,B2_HC,PC,NAL,-1,0,,
1060,B2_HC,PI,NW,1,0,,
1061,B2_HC,PI,NW,1,0,,
1062,B2_HC,PI,GAL,-1,1,,
1063,B2_HC,PI,NW,1,0,,
1064,B2_HC,PI,GAL,-1,1,,
1065,B2_HC,PI,NW,1,0,,
1066,B2_HC,PI,GAL,-1,1,,
1067,B2_HC,PI,GAL,-1,1,,
1068,B2_HC,PC,GW,1,1,,
1069,B2_HC,PC,GW,1,1,,
1070,B2_HC,PI,GAL,-1,1,,
1071,B2_HC,PI,GAL,-1,1,,
1072,B2_HC,PC,NAL,-1,0,,
1073,B2_HC,PI,NW,1,0,,
1074,B2_HC,PC,GW,1,1,,
1075,B2_HC,PI,GAL,-1,1,,
1076,B2_HC,PC,NAL,-1,0,,
1077,B2_HC,PI,NW,1,0,,
1078,B2_HC,PI,NW,1,0,,
1079,B2_HC,PI,GAL,-1,1,,
1080,B2_HC,PI,NW,1,0,,
1081,B2_HC,PI,GAL,-1,1,,
1082,B2_HC,PI,NW,1,0,,
1083,B2_HC,PI,NW,1,0,,
1084,B2_HC,PC,NAL,-1,0,,
1085,B2_HC,PI,NW,1,0,,
1086,B2_HC,PI,GAL,-1,1,,
1087,B2_HC,PI,GAL,-1,1,,
1088,B2_HC,PI,NW,1,0,,
1089,B2_HC,PI,GAL,-1,1,,
1090,B2_HC,PC,GW,1,1,,
1091,B2_HC,PI,GAL,-1,1,,
1092,B2_HC,PC,GW,1,1,,
1093,B2_HC,PI,NW,1,0,,
1094,B2_HC,PI,GAL,-1,1,,
1095,B2_HC,PI,GAL,-1,1,,
1096,B2_HC,PI,NW,1,0,,
1097,B2_HC,PC,NAL,-1,0,,
1098,B2_HC,PC,GW,1,1,,
1099,B2_HC,PI,NW,1,0,,
1100,B2_HC,PC,GW,1,1,,
1101,B2_HC,PI,GAL,-1,1,,
1102,B2_HC,PI,NW,1,0,,
1103,B2_HC,PI,GAL,-1,1,,
1104,B2_HC,PI,GAL,-1,1,,
1105,B2_HC,PC,GW,1,1,,
1106,B2_HC,PI,NW,1,0,,
1107,B2_HC,PI,NW,1,0,,
1108,B2_HC,PI,NW,1,0,,
1109,B2_HC,PI,GAL,-1,1,,
1110,B2_HC,PC,GW,1,1,,
1111,B2_HC,PI,NW,1,0,,
1112,B2_HC,PI,NW,1,0,,
1113,B2_HC,PI,GAL,-1,1,,
1114,B2_HC,PI,NW,1,0,,
1115,B2_HC,PI,GAL,-1,1,,
1116,B2_HC,PI,NW,1,0,,
1117,B2_HC,PI,GAL,-1,1,,
1118,B2_HC,PI,GAL,-1,1,,
1119,B2_HC,PI,NW,1,0,,
1120,B2_HC,PI,GAL,-1,1,,
1121,B2_HC,PC,NAL,-1,0,,
1122,B2_HC,PI,NW,1,0,,
1123,B2_HC,PC,GW,1,1,,
1124,B2_HC,PI,GAL,-1,1,,
1125,B2_HC,PI,NW,1,0,,
1126,B2_HC,PI,GAL,-1,1,,
1127,B2_HC,PC,GW,1,1,,
1128,B2_HC,PI,GAL,-1,1,,
1129,B2_HC,PC,GW,1,1,,
1130,B2_HC,PI,NW,1,0,,
1131,B2_HC,PI,NW,1,0,,
1132,B2_HC,PI,GAL,-1,1,,
1133,B2_HC,PC,GW,1,1,,
1134,B2_HC,PI,GAL,-1,1,,
1135,B2_HC,PI,GAL,-1,1,,
1136,B2_HC,PC,GW,1,1,,
1137,B2_HC,PC,NAL,-1,0,,
1138,B2_HC,PC,NAL,-1,0,,
1139,B2_HC,PI,NW,1,0,,
1140,B2_HC,PI,NW,1,0,,
1141,B2_HC,PI,GAL,-1,1,,
1142,B2_HC,PC,NAL,-1,0,,
1143,B2_HC,PI,NW,1,0,,
1144,B2_HC,PI,GAL,-1,1,,
1145,B2_HC,PI,GAL,-1,1,,
1146,B2_HC,PI,GAL,-1,1,,
1147,B2_HC,PC,GW,1,1,,
1148,B2_HC,PC,NAL,-1,0,,
1149,B2_HC,PI,GAL,-1,1,,
1150,B2_HC,PI,NW,1,0,,
1151,B2_HC,PI,NW,1,0,,
1152,B2_HC,PI,GAL,-1,1,,
1153,B2_HC,PI,GAL,-1,1,,
1154,B2_HC,PI,GAL,-1,1,,
1155,B2_HC,PI,GAL,-1,1,,
1156,B2_HC,PI,GAL,-1,1,,
1157,B2_HC,PI,NW,1,0,,
1158,B2_HC,PI,NW,1,0,,
1159,B2_HC,PI,NW,1,0,,
1160,B2_HC,PC,GW,1,1,,
1161,B2_HC,PC,GW,1,1,,
1162,B2_HC,PI,NW,1,0,,
1163,B2_HC,PC,GW,1,1,,
1164,B2_HC,PI,NW,1,0,,
1165,B2_HC,PI,NW,1,0,,
1166,B2_HC,PI,GAL,-1,1,,
1167,B2_HC,PC,NAL,-1,0,,
1168,B2_HC,PC,GW,1,1,,
1169,B2_HC,PI,GAL,-1,1,,
1170,B2_HC,PI,GAL,-1,1,,
1171,B2_HC,PI,NW,1,0,,
1172,B2_HC,PI,NW,1,0,,
1173,B2_HC,PC,NAL,-1,0,,
1174,B2_HC,PC,NAL,-1,0,,
1175,B2_HC,PI,NW,1,0,,
1176,B2_HC,PI,GAL,-1,1,,
1177,B2_HC,PC,GW,1,1,,
1178,B2_HC,PI,NW,1,0,,
1179,B2_HC,PC,NAL,-1,0,,
1180,B2_HC,PC,GW,1,1,,
1181,B2_HC,PC,GW,1,1,,
1182,B2_HC,PI,GAL,-1,1,,
1183,B2_HC,PI,GAL,-1,1,,
1184,B2_HC,PC,NAL,-1,0,,
1185,B2_HC,PI,GAL,-1,1,,
1186,B2_HC,PI,GAL,-1,1,,
1187,B2_HC,PC,GW,1,1,,
1188,B2_HC,PI,NW,1,0,,
1189,B2_HC,PI,GAL,-1,1,,
1190,B2_HC,PC,NAL,-1,0,,
1191,B2_HC,PI,NW,1,0,,
1192,B2_HC,PI,NW,1,0,,
1193,B2_HC,PI,GAL,-1,1,,
1194,B2_HC,PC,NAL,-1,0,,
1195,B2_HC,PI,GAL,-1,1,,
1196,B2_HC,PC,GW,1,1,,
1197,B2_HC,PI,NW,1,0,,
1198,B2_HC,PI,GAL,-1,1,,
1199,B2_HC,PC,NAL,-1,0,,
1200,B2_HC,PI,NW,1,0,,
1201,B2_HC,PI,NW,1,0,,
1202,B2_HC,PC,NAL,-1,0,,
1203,B2_HC,PC,GW,1,1,,
1204,B2_HC,PI,GAL,-1,1,,
1205,B2_HC,PI,GAL,-1,1,,
1206,B2_HC,PI,GAL,-1,1,,
1207,B2_HC,PI,GAL,-1,1,,
1208,B2_HC,PI,NW,1,0,,
1209,B2_HC,PI,NW,1,0,,
1210,B2_HC,PI,NW,1,0,,
1211,B2_HC,PC,NAL,-1,0,,
1212,B2_HC,PI,NW,1,0,,
1213,B2_HC,PI,NW,1,0,,
1214,B2_HC,PC,GW,1,1,,
1215,B2_HC,PC,NAL,-1,0,,
1216,B2_HC,PI,GAL,-1,1,,
1217,B2_HC,PI,GAL,-1,1,,
1218,B2_HC,PI,NW,1,0,,
1219,B2_HC,PC,NAL,-1,0,,
1220,B2_HC,PI,NW,1,0,,
1221,B2_HC,PI,GAL,-1,1,,
1222,B2_HC,PC,NAL,-1,0,,
1223,B2_HC,PC,GW,1,1,,
1224,B2_HC,PI,NW,1,0,,
1225,B2_HC,PI,GAL,-1,1,,
1226,B2_HC,PI,NW,1,0,,
1227,B2_HC,PI,NW,1,0,,
1228,B2_HC,PI,GAL,-1,1,,
1229,B2_HC,PC,NAL,-1,0,,
1230,B2_HC,PI,NW,1,0,,
1231,B2_HC,PI,NW,1,0,,
1232,B2_HC,PC,GW,1,1,,
1233,B2_HC,PC,NAL,-1,0,,
1234,B2_HC,PI,NW,1,0,,
1235,B2_HC,PI,GAL,-1,1,,
1236,B2_HC,PI,GAL,-1,1,,
1237,B2_HC,PI,GAL,-1,1,,
1238,B2_HC,PC,GW,1,1,,
1239,B2_HC,PI,NW,1,0,,
1240,B2_HC,PI,NW,1,0,,
1241,B2_HC,PC,NAL,-1,0,,
1242,B2_HC,PI,NW,1,0,,
1243,B2_HC,PI,GAL,-1,1,,
1244,B2_HC,PI,NW,1,0,,
1245,B2_HC,PC,NAL,-1,0,,
1246,B2_HC,PI,GAL,-1,1,,
1247,B2_HC,PI,GAL,-1,1,,
1248,B2_HC,PI,GAL,-1,1,,
1249,B2_HC,PI,GAL,-1,1,,
1250,B2_HC,PC,GW,1,1,,
1251,B2_HC,PI,NW,1,0,,
1252,B2_HC,PI,GAL,-1,1,,
1253,B2_HC,PC,GW,1,1,,
1254,B2_HC,PI,NW,1,0,,
1255,B2_HC,PC,NAL,-1,0,,
1256,B2_HC,PI,GAL,-1,1,,
1257,B2_HC,PI,GAL,-1,1,,
1258,B2_HC,PC,NAL,-1,0,,
1259,B2_HC,PC,NAL,-1,0,,
1260,B2_HC,PI,NW,1,0,,
1261,B2_HC,PI,NW,1,0,,
1262,B2_HC,PC,GW,1,1,,
1263,B2_HC,PI,NW,1,0,,
1264,B2_HC,PI,NW,1,0,,
1265,B2_HC,PI,NW,1,0,,
1266,B2_HC,PI,GAL,-1,1,,
1267,B2_HC,PI,GAL,-1,1,,
1268,B2_HC,PI,GAL,-1,1,,
1269,B2_HC,PC,NAL,-1,0,,
1270,B2_HC,PI,NW,1,0,,
1271,B2_HC,PI,NW,1,0,,
1272,B2_HC,PI,GAL,-1,1,,
1273,B2_HC,PC,NAL,-1,0,,
1274,B2_HC,PI,NW,1,0,,
1275,B2_HC,PI,NW,1,0,,
1276,B2_HC,PI,GAL,-1,1,,
1277,B2_HC,PI,GAL,-1,1,,
1278,B2_HC,PC,GW,1,1,,
1279,B2_HC,PC,GW,1,1,,
1280,B2_HC,PC,GW,1,1,,
1281,B2_HC,PI,GAL,-1,1,,
1282,B2_HC,PC,GW,1,1,,
1283,B2_HC,PI,NW,1,0,,
1284,B2_HC,PI,NW,1,0,,
1285,B2_HC,PI,NW,1,0,,
1286,B2_HC,PI,NW,1,0,,
1287,B2_HC,PC,NAL,-1,0,,
1288,B2_HC,PC,NAL,-1,0,,
1289,B2_HC,PI,GAL,-1,1,,
1290,B2_HC,PI,GAL,-1,1,,
1291,B2_HC,PC,NAL,-1,0,,
1292,B2_HC,PI,GAL,-1,1,,
1293,B2_HC,PI,GAL,-1,1,,
1294,B2_HC,PI,NW,1,0,,
1295,B2_HC,PC,GW,1,1,,
1296,B2_HC,PI,NW,1,0,,
1297,B2_HC,PI,GAL,-1,1,,
1298,B2_HC,PI,GAL,-1,1,,
1299,B2_HC,PC,NAL,-1,0,,
1300,B2_HC,PC,NAL,-1,0,,
1301,B2_HC,PC,NAL,-1,0,,
1302,B2_HC,PI,GAL,-1,1,,
1303,B2_HC,PI,GAL,-1,1,,
1304,B2_HC,PI,NW,1,0,,
1305,B2_HC,PI,GAL,-1,1,,
1306,B2_HC,PC,GW,1,1,,
1307,B2_HC,PI,NW,1,0,,
1308,B2_HC,PI,NW,1,0,,
1309,B2_HC,PC,GW,1,1,,
1310,B2_HC,PC,NAL,-1,0,,
1311,B2_HC,PI,NW,1,0,,
