Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward
662,B1_MC,PC,NAL,-1,0,,
663,B1_MC,PI,GAL,-1,1,,
664,B1_MC,PC,GW,1,1,,
665,B1_MC,PC,NAL,-1,0,,
666,B1_MC,PC,NAL,-1,0,,
667,B1_MC,PI,NW,1,0,,
668,B1_MC,PC,GW,1,1,,
669,B1_MC,PI,NW,1,0,,
670,B1_MC,PC,NAL,-1,0,,
671,B1_MC,PI,NW,1,0,,
672,B1_MC,PC,GW,1,1,,
673,B1_MC,PI,NW,1,0,,
674,B1_MC,PC,GW,1,1,,
675,B1_MC,PC,GW,1,1,,
676,B1_MC,PC,NAL,-1,0,,
677,B1_MC,PC,NAL,-1,0,,
678,B1_MC,PI,GAL,-1,1,,
679,B1_MC,PI,GAL,-1,1,,
680,B1_MC,PI,NW,1,0,,
681,B1_MC,PI,GAL,-1,1,,
682,B1_MC,PI,GAL,-1,1,,
683,B1_MC,PC,NAL,-1,0,,
684,B1_MC,PC,NAL,-1,0,,
685,B1_MC,PC,NAL,-1,0,,
686,B1_MC,PC,GW,1,1,,
687,B1_MC,PC,NAL,-1,0,,
688,B1_MC,PC,NAL,-1,0,,
689,B1_MC,PI,NW,1,0,,
690,B1_MC,PC,GW,1,1,,
691,B1_MC,PI,GAL,-1,1,,
692,B1_MC,PC,NAL,-1,0,,
693,B1_MC,PC,GW,1,1,,
694,B1_MC,PI,GAL,-1,1,,
695,B1_MC,PC,NAL,-1,0,,
696,B1_MC,PI,GAL,-1,1,,
697,B1_MC,PI,GAL,-1,1,,
698,B1_MC,PC,NAL,-1,0,,
699,B1_MC,PI,GAL,-1,1,,
700,B1_MC,PI,NW,1,0,,
701,B1_MC,PC,NAL,-1,0,,
702,B1_MC,PI,GAL,-1,1,,
703,B1_MC,PI,GAL,-1,1,,
704,B1_MC,PI,NW,1,0,,
705,B1_MC,PI,NW,1,0,,
706,B1_MC,PI,NW,1,0,,
707,B1_MC,PC,GW,1,1,,
708,B1_MC,PI,NW,1,0,,
709,B1_MC,PC,GW,1,1,,
710,B1_MC,PI,NW,1,0,,
711,B1_MC,PC,GW,1,1,,
712,B1_MC,PI,GAL,-1,1,,
713,B1_MC,PC,GW,1,1,,
714,B1_MC,PC,GW,1,1,,
715,B1_MC,PC,GW,1,1,,
716,B1_MC,PI,GAL,-1,1,,
717,B1_MC,PI,NW,1,0,,
718,B1_MC,PI,GAL,-1,1,,
719,B1_MC,PI,GAL,-1,1,,
720,B1_MC,PI,NW,1,0,,
721,B1_MC,PI,GAL,-1,1,,
722,B1_MC,PI,NW,1,0,,
723,B1_MC,PI,NW,1,0,,
724,B1_MC,PC,GW,1,1,,
725,B1_MC,PC,GW,1,1,,
726,B1_MC,PC,GW,1,1,,
727,B1_MC,PI,GAL,-1,1,,
728,B1_MC,PI,GAL,-1,1,,
729,B1_MC,PI,GAL,-1,1,,
730,B1_MC,PI,NW,1,0,,
731,B1_MC,PI,NW,1,0,,
732,B1_MC,PC,GW,1,1,,
733,B1_MC,PI,GAL,-1,1,,
734,B1_MC,PI,NW,1,0,,
735,B1_MC,PC,NAL,-1,0,,
736,B1_MC,PC,GW,1,1,,
737,B1_MC,PC,NAL,-1,0,,
738,B1_MC,PC,GW,1,1,,
739,B1_MC,PI,GAL,-1,1,,
740,B1_MC,PI,GAL,-1,1,,
741,B1_MC,PC,GW,1,1,,
742,B1_MC,PI,GAL,-1,1,,
743,B1_MC,PC,NAL,-1,0,,
744,B1_MC,PI,GAL,-1,1,,
745,B1_MC,PC,NAL,-1,0,,
746,B1_MC,PC,NAL,-1,0,,
747,B1_MC,PC,GW,1,1,,
748,B1_MC,PI,NW,1,0,,
749,B1_MC,PI,NW,1,0,,
750,B1_MC,PC,NAL,-1,0,,
751,B1_MC,PC,NAL,-1,0,,
752,B1_MC,PI,NW,1,0,,
753,B1_MC,PC,GW,1,1,,
754,B1_MC,PI,GAL,-1,1,,
755,B1_MC,PI,GAL,-1,1,,
756,B1_MC,PC,GW,1,1,,
757,B1_MC,PI,NW,1,0,,
758,B1_MC,PI,GAL,-1,1,,
759,B1_MC,PI,GAL,-1,1,,
760,B1_MC,PC,NAL,-1,0,,
761,B1_MC,PI,NW,1,0,,
762,B1_MC,PC,NAL,-1,0,,
763,B1_MC,PC,NAL,-1,0,,
764,B1_MC,PI,NW,1,0,,
765,B1_MC,PI,GAL,-1,1,,
766,B1_MC,PC,NAL,-1,0,,
767,B1_MC,PC,NAL,-1,0,,
768,B1_MC,PC,NAL,-1,0,,
769,B1_MC,PI,GAL,-1,1,,
770,B1_MC,PI,NW,1,0,,
771,B1_MC,PI,NW,1,0,,
772,B1_MC,PI,GAL,-1,1,,
773,B1_MC,PC,GW,1,1,,
774,B1_MC,PC,GW,1,1,,
775,B1_MC,PI,GAL,-1,1,,
776,B1_MC,PC,NAL,-1,0,,
777,B1_MC,PC,GW,1,1,,
778,B1_MC,PC,NAL,-1,0,,
779,B1_MC,PC,NAL,-1,0,,
780,B1_MC,PC,GW,1,1,,
781,B1_MC,PC,NAL,-1,0,,
782,B1_MC,PC,GW,1,1,,
783,B1_MC,PC,GW,1,1,,
784,B1_MC,PC,GW,1,1,,
785,B1_MC,PC,NAL,-1,0,,
786,B1_MC,PC,NAL,-1,0,,
787,B1_MC,PI,NW,1,0,,
788,B1_MC,PC,GW,1,1,,
789,B1_MC,PC,NAL,-1,0,,
790,B1_MC,PI,GAL,-1,1,,
791,B1_MC,PC,GW,1,1,,
792,B1_MC,PI,GAL,-1,1,,
793,B1_MC,PC,NAL,-1,0,,
794,B1_MC,PI,GAL,-1,1,,
795,B1_MC,PI,NW,1,0,,
796,B1_MC,PC,GW,1,1,,
797,B1_MC,PC,GW,1,1,,
798,B1_MC,PC,NAL,-1,0,,
799,B1_MC,PI,GAL,-1,1,,
800,B1_MC,PC,GW,1,1,,
801,B1_MC,PC,NAL,-1,0,,
802,B1_MC,PI,GAL,-1,1,,
803,B1_MC,PC,GW,1,1,,
804,B1_MC,PI,NW,1,0,,
805,B1_MC,PI,GAL,-1,1,,
806,B1_MC,PI,NW,1,0,,
807,B1_MC,PI,GAL,-1,1,,
808,B1_MC,PC,NAL,-1,0,,
809,B1_MC,PI,GAL,-1,1,,
810,B1_MC,PI,GAL,-1,1,,
811,B1_MC,PI,NW,1,0,,
812,B1_MC,PC,NAL,-1,0,,
813,B1_MC,PC,GW,1,1,,
814,B1_MC,PC,GW,1,1,,
815,B1_MC,PI,NW,1,0,,
816,B1_MC,PC,NAL,-1,0,,
817,B1_MC,PI,GAL,-1,1,,
818,B1_MC,PC,GW,1,1,,
819,B1_MC,PI,GAL,-1,1,,
820,B1_MC,PC,GW,1,1,,
821,B1_MC,PC,NAL,-1,0,,
822,B1_MC,PI,NW,1,0,,
823,B1_MC,PI,NW,1,0,,
824,B1_MC,PI,GAL,-1,1,,
825,B1_MC,PC,GW,1,1,,
826,B1_MC,PI,GAL,-1,1,,
827,B1_MC,PC,GW,1,1,,
828,B1_MC,PI,NW,1,0,,
829,B1_MC,PI,GAL,-1,1,,
830,B1_MC,PC,GW,1,1,,
831,B1_MC,PC,NAL,-1,0,,
832,B1_MC,PC,NAL,-1,0,,
833,B1_MC,PC,NAL,-1,0,,
834,B1_MC,PI,NW,1,0,,
835,B1_MC,PC,NAL,-1,0,,
836,B1_MC,PC,GW,1,1,,
837,B1_MC,PI,GAL,-1,1,,
838,B1_MC,PI,GAL,-1,1,,
839,B1_MC,PI,GAL,-1,1,,
840,B1_MC,PI,NW,1,0,,
841,B1_MC,PI,GAL,-1,1,,
842,B1_MC,PI,NW,1,0,,
843,B1_MC,PI,NW,1,0,,
844,B1_MC,PC,NAL,-1,0,,
845,B1_MC,PI,GAL,-1,1,,
846,B1_MC,PC,GW,1,1,,
847,B1_MC,PI,NW,1,0,,
848,B1_MC,PI,NW,1,0,,
849,B1_MC,PI,NW,1,0,,
850,B1_MC,PC,NAL,-1,0,,
851,B1_MC,PI,GAL,-1,1,,
852,B1_MC,PC,GW,1,1,,
853,B1_MC,PC,GW,1,1,,
854,B1_MC,PI,NW,1,0,,
855,B1_MC,PC,NAL,-1,0,,
856,B1_MC,PI,GAL,-1,1,,
857,B1_MC,PC,NAL,-1,0,,
858,B1_MC,PI,NW,1,0,,
859,B1_MC,PC,GW,1,1,,
860,B1_MC,PI,NW,1,0,,
861,B1_MC,PC,NAL,-1,0,,
862,B1_MC,PI,GAL,-1,1,,
863,B1_MC,PC,GW,1,1,,
864,B1_MC,PI,GAL,-1,1,,
865,B1_MC,PI,NW,1,0,,
866,B1_MC,PC,GW,1,1,,
867,B1_MC,PC,NAL,-1,0,,
868,B1_MC,PI,GAL,-1,1,,
869,B1_MC,PC,GW,1,1,,
870,B1_MC,PC,NAL,-1,0,,
871,B1_MC,PI,NW,1,0,,
872,B1_MC,PC,GW,1,1,,
873,B1_MC,PC,GW,1,1,,
874,B1_MC,PC,GW,1,1,,
875,B1_MC,PC,NAL,-1,0,,
876,B1_MC,PC,NAL,-1,0,,
877,B1_MC,PC,NAL,-1,0,,
878,B1_MC,PI,NW,1,0,,
879,B1_MC,PC,GW,1,1,,
880,B1_MC,PC,NAL,-1,0,,
881,B1_MC,PC,NAL,-1,0,,
882,B1_MC,PC,GW,1,1,,
883,B1_MC,PC,NAL,-1,0,,
884,B1_MC,PC,GW,1,1,,
885,B1_MC,PC,GW,1,1,,
886,B1_MC,PC,NAL,-1,0,,
887,B1_MC,PI,NW,1,0,,
888,B1_MC,PC,NAL,-1,0,,
889,B1_MC,PC,NAL,-1,0,,
890,B1_MC,PC,GW,1,1,,
891,B1_MC,PC,NAL,-1,0,,
892,B1_MC,PC,NAL,-1,0,,
893,B1_MC,PC,GW,1,1,,
894,B1_MC,PI,GAL,-1,1,,
895,B1_MC,PC,NAL,-1,0,,
896,B1_MC,PI,NW,1,0,,
897,B1_MC,PI,GAL,-1,1,,
898,B1_MC,PC,NAL,-1,0,,
899,B1_MC,PC,NAL,-1,0,,
900,B1_MC,PC,GW,1,1,,
901,B1_MC,PC,NAL,-1,0,,
902,B1_MC,PI,GAL,-1,1,,
903,B1_MC,PI,NW,1,0,,
904,B1_MC,PC,NAL,-1,0,,
905,B1_MC,PC,NAL,-1,0,,
906,B1_MC,PI,NW,1,0,,
907,B1_MC,PI,NW,1,0,,
908,B1_MC,PI,GAL,-1,1,,
909,B1_MC,PC,GW,1,1,,
910,B1_MC,PI,NW,1,0,,
911,B1_MC,PC,NAL,-1,0,,
912,B1_MC,PI,GAL,-1,1,,
913,B1_MC,PI,NW,1,0,,
914,B1_MC,PI,GAL,-1,1,,
915,B1_MC,PC,GW,1,1,,
916,B1_MC,PC,GW,1,1,,
917,B1_MC,PI,GAL,-1,1,,
918,B1_MC,PC,GW,1,1,,
919,B1_MC,PC,NAL,-1,0,,
920,B1_MC,PC,NAL,-1,0,,
921,B1_MC,PI,GAL,-1,1,,
922,B1_MC,PC,NAL,-1,0,,
923,B1_MC,PC,NAL,-1,0,,
924,B1_MC,PC,NAL,-1,0,,
925,B1_MC,PI,NW,1,0,,
926,B1_MC,PI,GAL,-1,1,,
927,B1_MC,PC,GW,1,1,,
928,B1_MC,PC,GW,1,1,,
929,B1_MC,PI,NW,1,0,,
930,B1_MC,PI,GAL,-1,1,,
931,B1_MC,PC,GW,1,1,,
932,B1_MC,PI,NW,1,0,,
933,B1_MC,PC,GW,1,1,,
934,B1_MC,PI,NW,1,0,,
935,B1_MC,PC,NAL,-1,0,,
936,B1_MC,PC,NAL,-1,0,,
937,B1_MC,PC,NAL,-1,0,,
938,B1_MC,PC,GW,1,1,,
939,B1_MC,PC,NAL,-1,0,,
940,B1_MC,PI,NW,1,0,,
941,B1_MC,PC,GW,1,1,,
942,B1_MC,PC,NAL,-1,0,,
943,B1_MC,PI,NW,1,0,,
944,B1_MC,PI,NW,1,0,,
945,B1_MC,PI,GAL,-1,1,,
946,B1_MC,PC,GW,1,1,,
947,B1_MC,PC,GW,1,1,,
948,B1_MC,PI,GAL,-1,1,,
949,B1_MC,PI,NW,1,0,,
950,B1_MC,PI,NW,1,0,,
951,B1_MC,PC,GW,1,1,,
952,B1_MC,PC,NAL,-1,0,,
953,B1_MC,PI,NW,1,0,,
954,B1_MC,PI,NW,1,0,,
955,B1_MC,PC,GW,1,1,,
956,B1_MC,PC,GW,1,1,,
957,B1_MC,PC,GW,1,1,,
958,B1_MC,PI,NW,1,0,,
959,B1_MC,PI,NW,1,0,,
960,B1_MC,PC,NAL,-1,0,,
961,B1_MC,PI,GAL,-1,1,,
962,B1_MC,PC,NAL,-1,0,,
963,B1_MC,PI,NW,1,0,,
964,B1_MC,PI,NW,1,0,,
965,B1_MC,PI,NW,1,0,,
966,B1_MC,PC,GW,1,1,,
967,B1_MC,PI,NW,1,0,,
968,B1_MC,PC,NAL,-1,0,,
969,B1_MC,PI,GAL,-1,1,,
970,B1_MC,PC,GW,1,1,,
971,B1_MC,PC,NAL,-1,0,,
972,B1_MC,PC,GW,1,1,,
973,B1_MC,PC,GW,1,1,,
974,B1_MC,PC,NAL,-1,0,,
975,B1_MC,PI,GAL,-1,1,,
976,B1_MC,PC,NAL,-1,0,,
977,B1_MC,PI,GAL,-1,1,,
978,B1_MC,PI,NW,1,0,,
979,B1_MC,PC,NAL,-1,0,,
980,B1_MC,PC,GW,1,1,,
981,B1_MC,PI,GAL,-1,1,,
982,B1_MC,PC,GW,1,1,,
983,B1_MC,PI,NW,1,0,,
984,B1_MC,PC,GW,1,1,,
985,B1_MC,PC,NAL,-1,0,,
986,B1_MC,PC,GW,1,1,,
987,B1_MC,PI,NW,1,0,,
988,B1_MC,PI,GAL,-1,1,,
989,B1_MC,PC,GW,1,1,,
990,B1_MC,PI,NW,1,0,,
991,B1_MC,PC,GW,1,1,,
992,B1_MC,PC,GW,1,1,,
993,B1_MC,PI,NW,1,0,,
994,B1_MC,PI,NW,1,0,,
995,B1_MC,PI,NW,1,0,,
996,B1_MC,PC,GW,1,1,,
997,B1_MC,PC,GW,1,1,,
998,B1_MC,PC,NAL,-1,0,,
999,B1_MC,PC,GW,1,1,,
1000,B1_MC,PC,NAL,-1,0,,
1001,B2_HC,PI,GAL,-1,1,,
1002,B2_HC,PC,GW,1,1,,
1003,B2_HC,PI,GAL,-1,1,,
1004,B2_HC,PI,GAL,-1,1,,
1005,B2_HC,PI,GAL,-1,1,,
1006,B2_HC,PI,GAL,-1,1,,
1007,B2_HC,PC,NAL,-1,0,,
1008,B2_HC,PC,NAL,-1,0,,
1009,B2_HC,PI,GAL,-1,1,,
1010,B2_HC,PC,GW,1,1,,
1011,B2_HC,PI,GAL,-1,1,,
1012,B2_HC,PI,GAL,-1,1,,
1013,B2_HC,PI,NW,1,0,,
1014,B2_HC,PI,GAL,-1,1,,
1015,B2_HC,PC,GW,1,1,,
1016,B2_HC,PI,GAL,-1,1,,
1017,B2_HC,PI,GAL,-1,1,,
1018,B2_HC,PI,NW,1,0,,
1019,B2_HC,PC,GW,1,1,,
1020,B2_HC,PI,NW,1,0,,
1021,B2_HC,PC,NAL,-1,0,,
1022,B2_HC,PI,GAL,-1,1,,
1023,B2_HC,PC,GW,1,1,,
1024,B2_HC,PI,GAL,-1,1,,
1025,B2_HC,PC,GW,1,1,,
1026,B2_HC,PI,NW,1,0,,
1027,B2_HC,PC,NAL,-1,0,,
1028,B2_HC,PC,GW,1,1,,
1029,B2_HC,PC,GW,1,1,,
1030,B2_HC,PI,NW,1,0,,
1031,B2_HC,PI,NW,1,0,,
1032,B2_HC,PI,NW,1,0,,
1033,B2_HC,PC,NAL,-1,0,,
1034,B2_HC,PI,GAL,-1,1,,
1035,B2_HC,PC,NAL,-1,0,,
1036,B2_HC,PI,NW,1,0,,
1037,B2_HC,PC,NAL,-1,0,,
1038,B2_HC,PC,GW,1,1,,
1039,B2_HC,PI,NW,1,0,,
1040,B2_HC,PC,GW,1,1,,
1041,B2_HC,PI,NW,1,0,,
1042,B2_HC,PC,GW,1,1,,
1043,B2_HC,PI,GAL,-1,1,,
1044,B2_HC,PI,GAL,-1,1,,
1045,B2_HC,PC,NAL,-1,0,,
1046,B2_HC,PI,GAL,-1,1,,
1047,B2_HC,PC,GW,1,1,,
1048,B2_HC,PI,GAL,-1,1,,
1049,B2_HC,PI,GAL,-1,1,,
1050,B2_HC,PI,NW,1,0,,
1051,B2_HC,PI,GAL,-1,1,,
1052,B2_HC,PI,NW,1,0,,
1053,B2_HC,PI,NW,1,0,,
1054,B2_HC,PC,GW,1,1,,
1055,B2_HC,PC,GW,1,1,,
1056,B2_HC,PI,GAL,-1,1,,
1057,B2_HC,PI,GAL,-1,1,,
1058,B2_HC,PC,GW,1,1,,
1059,B2_HC,PI,NW,1,0,,
1060,B2_HC,PC,GW,1,1,,
1061,B2_HC,PC,GW,1,1,,
1062,B2_HC,PI,GAL,-1,1,,
1063,B2_HC,PI,NW,1,0,,
1064,B2_HC,PI,NW,1,0,,
1065,B2_HC,PI,GAL,-1,1,,
1066,B2_HC,PI,GAL,-1,1,,
1067,B2_HC,PI,NW,1,0,,
1068,B2_HC,PI,GAL,-1,1,,
1069,B2_HC,PI,NW,1,0,,
1070,B2_HC,PI,NW,1,0,,
1071,B2_HC,PI,NW,1,0,,
1072,B2_HC,PI,GAL,-1,1,,
1073,B2_HC,PC,NAL,-1,0,,
1074,B2_HC,PI,NW,1,0,,
1075,B2_HC,PI,NW,1,0,,
1076,B2_HC,PI,GAL,-1,1,,
1077,B2_HC,PI,GAL,-1,1,,
1078,B2_HC,PC,NAL,-1,0,,
1079,B2_HC,PI,NW,1,0,,
1080,B2_HC,PI,GAL,-1,1,,
1081,B2_HC,PI,GAL,-1,1,,
1082,B2_HC,PI,NW,1,0,,
1083,B2_HC,PI,NW,1,0,,
1084,B2_HC,PC,GW,1,1,,
1085,B2_HC,PC,NAL,-1,0,,
1086,B2_HC,PI,NW,1,0,,
1087,B2_HC,PC,GW,1,1,,
1088,B2_HC,PI,GAL,-1,1,,
1089,B2_HC,PI,GAL,-1,1,,
1090,B2_HC,PC,NAL,-1,0,,
1091,B2_HC,PI,NW,1,0,,
1092,B2_HC,PI,NW,1,0,,
1093,B2_HC,PI,NW,1,0,,
1094,B2_HC,PI,NW,1,0,,
1095,B2_HC,PI,GAL,-1,1,,
1096,B2_HC,PI,GAL,-1,1,,
1097,B2_HC,PI,NW,1,0,,
1098,B2_HC,PC,GW,1,1,,
1099,B2_HC,PC,GW,1,1,,
1100,B2_HC,PC,GW,1,1,,
1101,B2_HC,PC,GW,1,1,,
1102,B2_HC,PI,NW,1,0,,
1103,B2_HC,PC,GW,1,1,,
1104,B2_HC,PC,NAL,-1,0,,
1105,B2_HC,PI,NW,1,0,,
1106,B2_HC,PI,NW,1,0,,
1107,B2_HC,PI,GAL,-1,1,,
1108,B2_HC,PC,NAL,-1,0,,
1109,B2_HC,PC,NAL,-1,0,,
1110,B2_HC,PI,GAL,-1,1,,
1111,B2_HC,PI,GAL,-1,1,,
1112,B2_HC,PC,GW,1,1,,
1113,B2_HC,PC,NAL,-1,0,,
1114,B2_HC,PI,NW,1,0,,
1115,B2_HC,PI,NW,1,0,,
1116,B2_HC,PI,NW,1,0,,
1117,B2_HC,PI,NW,1,0,,
1118,B2_HC,PI,NW,1,0,,
1119,B2_HC,PI,NW,1,0,,
1120,B2_HC,PC,NAL,-1,0,,
1121,B2_HC,PI,NW,1,0,,
1122,B2_HC,PI,NW,1,0,,
1123,B2_HC,PI,GAL,-1,1,,
1124,B2_HC,PC,NAL,-1,0,,
1125,B2_HC,PI,GAL,-1,1,,
1126,B2_HC,PI,NW,1,0,,
1127,B2_HC,PI,NW,1,0,,
1128,B2_HC,PI,GAL,-1,1,,
1129,B2_HC,PI,NW,1,0,,
1130,B2_HC,PI,NW,1,0,,
1131,B2_HC,PI,GAL,-1,1,,
1132,B2_HC,PI,NW,1,0,,
1133,B2_HC,PC,NAL,-1,0,,
1134,B2_HC,PI,NW,1,0,,
1135,B2_HC,PI,NW,1,0,,
1136,B2_HC,PI,GAL,-1,1,,
1137,B2_HC,PI,NW,1,0,,
1138,B2_HC,PI,NW,1,0,,
1139,B2_HC,PC,GW,1,1,,
1140,B2_HC,PI,GAL,-1,1,,
1141,B2_HC,PI,GAL,-1,1,,
1142,B2_HC,PI,GAL,-1,1,,
1143,B2_HC,PI,NW,1,0,,
1144,B2_HC,PC,NAL,-1,0,,
1145,B2_HC,PC,GW,1,1,,
1146,B2_HC,PI,GAL,-1,1,,
1147,B2_HC,PI,GAL,-1,1,,
1148,B2_HC,PI,GAL,-1,1,,
1149,B2_HC,PI,NW,1,0,,
1150,B2_HC,PI,GAL,-1,1,,
1151,B2_HC,PI,GAL,-1,1,,
1152,B2_HC,PI,NW,1,0,,
1153,B2_HC,PI,NW,1,0,,
1154,B2_HC,PI,NW,1,0,,
1155,B2_HC,PI,NW,1,0,,
1156,B2_HC,PC,NAL,-1,0,,
1157,B2_HC,PI,NW,1,0,,
1158,B2_HC,PI,GAL,-1,1,,
1159,B2_HC,PI,GAL,-1,1,,
1160,B2_HC,PI,NW,1,0,,
1161,B2_HC,PI,NW,1,0,,
1162,B2_HC,PI,GAL,-1,1,,
1163,B2_HC,PI,GAL,-1,1,,
1164,B2_HC,PC,NAL,-1,0,,
1165,B2_HC,PC,NAL,-1,0,,
1166,B2_HC,PC,NAL,-1,0,,
1167,B2_HC,PI,GAL,-1,1,,
1168,B2_HC,PI,NW,1,0,,
1169,B2_HC,PC,GW,1,1,,
1170,B2_HC,PI,GAL,-1,1,,
1171,B2_HC,PC,GW,1,1,,
1172,B2_HC,PI,NW,1,0,,
1173,B2_HC,PI,GAL,-1,1,,
1174,B2_HC,PC,NAL,-1,0,,
1175,B2_HC,PI,GAL,-1,1,,
1176,B2_HC,PI,GAL,-1,1,,
1177,B2_HC,PI,NW,1,0,,
1178,B2_HC,PI,GAL,-1,1,,
1179,B2_HC,PC,NAL,-1,0,,
1180,B2_HC,PI,NW,1,0,,
1181,B2_HC,PC,GW,1,1,,
1182,B2_HC,PI,NW,1,0,,
1183,B2_HC,PC,NAL,-1,0,,
1184,B2_HC,PI,NW,1,0,,
1185,B2_HC,PI,NW,1,0,,
1186,B2_HC,PC,NAL,-1,0,,
1187,B2_HC,PI,GAL,-1,1,,
1188,B2_HC,PC,NAL,-1,0,,
1189,B2_HC,PI,GAL,-1,1,,
1190,B2_HC,PC,NAL,-1,0,,
1191,B2_HC,PC,NAL,-1,0,,
1192,B2_HC,PI,GAL,-1,1,,
1193,B2_HC,PI,GAL,-1,1,,
1194,B2_HC,PC,NAL,-1,0,,
1195,B2_HC,PI,GAL,-1,1,,
1196,B2_HC,PC,NAL,-1,0,,
1197,B2_HC,PI,NW,1,0,,
1198,B2_HC,PI,GAL,-1,1,,
1199,B2_HC,PI,GAL,-1,1,,
1200,B2_HC,PI,GAL,-1,1,,
1201,B2_HC,PI,NW,1,0,,
1202,B2_HC,PC,GW,1,1,,
1203,B2_HC,PI,NW,1,0,,
1204,B2_HC,PI,GAL,-1,1,,
1205,B2_HC,PC,GW,1,1,,
1206,B2_HC,PC,GW,1,1,,
1207,B2_HC,PI,NW,1,0,,
1208,B2_HC,PC,GW,1,1,,
1209,B2_HC,PI,GAL,-1,1,,
1210,B2_HC,PI,GAL,-1,1,,
1211,B2_HC,PC,NAL,-1,0,,
1212,B2_HC,PI,GAL,-1,1,,
1213,B2_HC,PC,GW,1,1,,
1214,B2_HC,PI,GAL,-1,1,,
1215,B2_HC,PI,NW,1,0,,
1216,B2_HC,PC,GW,1,1,,
1217,B2_HC,PC,NAL,-1,0,,
1218,B2_HC,PC,NAL,-1,0,,
1219,B2_HC,PI,NW,1,0,,
1220,B2_HC,PI,NW,1,0,,
1221,B2_HC,PI,NW,1,0,,
1222,B2_HC,PC,GW,1,1,,
1223,B2_HC,PC,GW,1,1,,
1224,B2_HC,PI,GAL,-1,1,,
1225,B2_HC,PC,GW,1,1,,
1226,B2_HC,PI,NW,1,0,,
1227,B2_HC,PI,NW,1,0,,
1228,B2_HC,PI,GAL,-1,1,,
1229,B2_HC,PI,NW,1,0,,
1230,B2_HC,PC,GW,1,1,,
1231,B2_HC,PI,GAL,-1,1,,
1232,B2_HC,PI,GAL,-1,1,,
1233,B2_HC,PI,NW,1,0,,
1234,B2_HC,PI,GAL,-1,1,,
1235,B2_HC,PC,NAL,-1,0,,
1236,B2_HC,PC,GW,1,1,,
1237,B2_HC,PI,NW,1,0,,
1238,B2_HC,PI,NW,1,0,,
1239,B2_HC,PI,GAL,-1,1,,
1240,B2_HC,PI,NW,1,0,,
1241,B2_HC,PI,GAL,-1,1,,
1242,B2_HC,PC,GW,1,1,,
1243,B2_HC,PI,GAL,-1,1,,
1244,B2_HC,PI,NW,1,0,,
1245,B2_HC,PI,GAL,-1,1,,
1246,B2_HC,PI,NW,1,0,,
1247,B2_HC,PI,GAL,-1,1,,
1248,B2_HC,PI,GAL,-1,1,,
1249,B2_HC,PI,NW,1,0,,
1250,B2_HC,PI,GAL,-1,1,,
1251,B2_HC,PI,GAL,-1,1,,
1252,B2_HC,PI,GAL,-1,1,,
1253,B2_HC,PI,NW,1,0,,
1254,B2_HC,PI,GAL,-1,1,,
1255,B2_HC,PC,GW,1,1,,
1256,B2_HC,PI,GAL,-1,1,,
1257,B2_HC,PI,GAL,-1,1,,
1258,B2_HC,PC,NAL,-1,0,,
1259,B2_HC,PI,NW,1,0,,
1260,B2_HC,PC,GW,1,1,,
1261,B2_HC,PC,NAL,-1,0,,
1262,B2_HC,PC,NAL,-1,0,,
1263,B2_HC,PC,NAL,-1,0,,
1264,B2_HC,PI,GAL,-1,1,,
1265,B2_HC,PI,NW,1,0,,
1266,B2_HC,PC,NAL,-1,0,,
1267,B2_HC,PI,GAL,-1,1,,
1268,B2_HC,PC,NAL,-1,0,,
1269,B2_HC,PC,NAL,-1,0,,
1270,B2_HC,PI,NW,1,0,,
1271,B2_HC,PI,NW,1,0,,
1272,B2_HC,PI,NW,1,0,,
1273,B2_HC,PI,GAL,-1,1,,
1274,B2_HC,PI,GAL,-1,1,,
1275,B2_HC,PI,GAL,-1,1,,
1276,B2_HC,PI,GAL,-1,1,,
1277,B2_HC,PI,GAL,-1,1,,
1278,B2_HC,PI,NW,1,0,,
1279,B2_HC,PC,GW,1,1,,
1280,B2_HC,PI,NW,1,0,,
1281,B2_HC,PC,NAL,-1,0,,
1282,B2_HC,PC,NAL,-1,0,,
1283,B2_HC,PC,NAL,-1,0,,
1284,B2_HC,PI,GAL,-1,1,,
1285,B2_HC,PC,GW,1,1,,
1286,B2_HC,PC,NAL,-1,0,,
1287,B2_HC,PC,NAL,-1,0,,
1288,B2_HC,PC,NAL,-1,0,,
1289,B2_HC,PI,GAL,-1,1,,
1290,B2_HC,PC,NAL,-1,0,,
1291,B2_HC,PC,GW,1,1,,
1292,B2_HC,PI,GAL,-1,1,,
1293,B2_HC,PI,GAL,-1,1,,
1294,B2_HC,PI,NW,1,0,,
1295,B2_HC,PC,GW,1,1,,
1296,B2_HC,PC,GW,1,1,,
1297,B2_HC,PC,GW,1,1,,
1298,B2_HC,PC,NAL,-1,0,,
1299,B2_HC,PC,NAL,-1,0,,
1300,B2_HC,PC,GW,1,1,,
1301,B2_HC,PI,GAL,-1,1,,
1302,B2_HC,PI,GAL,-1,1,,
1303,B2_HC,PI,GAL,-1,1,,
1304,B2_HC,PI,GAL,-1,1,,
1305,B2_HC,PI,GAL,-1,1,,
1306,B2_HC,PI,GAL,-1,1,,
1307,B2_HC,PI,NW,1,0,,
1308,B2_HC,PC,NAL,-1,0,,
1309,B2_HC,PC,GW,1,1,,
